datetime,latitude,NS,longitude,EW,altitude,speed,direction
18-8-6_7:3:4.100,3958.2859,N,11629.8130,Unknown,0.5,11.28,184.41
18-8-6_7:3:4.200,3958.2856,N,11629.8129,Unknown,0.5,11.35,183.71
18-8-6_7:3:4.300,3958.2852,N,11629.8129,Unknown,0.5,11.30,183.34
18-8-6_7:3:4.400,3958.2849,N,11629.8129,Unknown,0.4,11.05,183.14
18-8-6_7:3:4.500,3958.2846,N,11629.8129,Unknown,0.4,11.11,182.83
18-8-6_7:3:4.600,3958.2843,N,11629.8129,Unknown,0.4,11.07,182.79
18-8-6_7:3:4.700,3958.2840,N,11629.8128,Unknown,0.4,11.06,182.72
18-8-6_7:3:4.800,3958.2837,N,11629.8128,Unknown,0.4,11.00,182.54
18-8-6_7:3:4.900,3958.2834,N,11629.8128,Unknown,0.4,11.03,182.34
18-8-6_7:3:5.0,3958.2831,N,11629.8128,Unknown,0.4,10.84,182.55
18-8-6_7:3:5.100,3958.2828,N,11629.8128,Unknown,0.3,10.86,182.29
18-8-6_7:3:5.200,3958.2825,N,11629.8128,Unknown,0.3,10.78,182.12
18-8-6_7:3:5.300,3958.2822,N,11629.8127,Unknown,0.3,10.83,181.39
18-8-6_7:3:5.400,3958.2819,N,11629.8127,Unknown,0.3,10.63,180.69
18-8-6_7:3:5.500,3958.2816,N,11629.8127,Unknown,0.3,10.16,180.47
18-8-6_7:3:5.600,3958.2813,N,11629.8127,Unknown,0.3,10.32,180.16
18-8-6_7:3:5.700,3958.2810,N,11629.8127,Unknown,0.3,10.36,179.70
18-8-6_7:3:5.800,3958.2807,N,11629.8127,Unknown,0.3,10.57,179.29
18-8-6_7:3:5.900,3958.2804,N,11629.8127,Unknown,0.3,10.60,178.62
18-8-6_7:3:6.0,3958.2801,N,11629.8128,Unknown,0.2,10.20,178.18
18-8-6_7:3:6.100,3958.2799,N,11629.8128,Unknown,0.2,10.26,178.91
18-8-6_7:3:6.200,3958.2796,N,11629.8128,Unknown,0.2,10.51,179.50
18-8-6_7:3:6.300,3958.2793,N,11629.8128,Unknown,0.2,10.44,179.83
18-8-6_7:3:6.400,3958.2790,N,11629.8128,Unknown,0.2,10.60,179.85
18-8-6_7:3:6.500,3958.2787,N,11629.8128,Unknown,0.2,10.34,179.07
18-8-6_7:3:6.600,3958.2784,N,11629.8128,Unknown,0.2,10.39,178.68
18-8-6_7:3:6.700,3958.2781,N,11629.8128,Unknown,0.2,10.63,178.65
18-8-6_7:3:6.800,3958.2778,N,11629.8128,Unknown,0.1,10.57,178.85
18-8-6_7:3:6.900,3958.2775,N,11629.8128,Unknown,0.1,10.37,178.88
18-8-6_7:3:7.0,3958.2772,N,11629.8128,Unknown,0.1,10.38,178.91
18-8-6_7:3:7.100,3958.2770,N,11629.8128,Unknown,0.1,10.41,178.79
18-8-6_7:3:7.200,3958.2767,N,11629.8128,Unknown,0.1,10.42,178.80
18-8-6_7:3:7.300,3958.2764,N,11629.8128,Unknown,0.1,10.35,178.58
18-8-6_7:3:7.400,3958.2761,N,11629.8128,Unknown,0.1,10.32,178.14
18-8-6_7:3:7.500,3958.2758,N,11629.8129,Unknown,0.1,10.14,177.67
18-8-6_7:3:7.600,3958.2755,N,11629.8129,Unknown,0.1,9.96,177.40
18-8-6_7:3:7.700,3958.2752,N,11629.8129,Unknown,0.1,9.89,177.64
18-8-6_7:3:7.800,3958.2750,N,11629.8129,Unknown,0.1,9.88,178.05
18-8-6_7:3:7.900,3958.2747,N,11629.8129,Unknown,0.1,9.83,178.08
18-8-6_7:3:8.0,3958.2744,N,11629.8129,Unknown,0.1,9.82,177.37
18-8-6_7:3:8.100,3958.2741,N,11629.8129,Unknown,0.1,9.81,177.21
18-8-6_7:3:8.200,3958.2739,N,11629.8130,Unknown,0.1,9.38,176.36
18-8-6_7:3:8.300,3958.2736,N,11629.8130,Unknown,0.0,9.39,176.47
18-8-6_7:3:8.400,3958.2734,N,11629.8130,Unknown,0.0,9.32,177.03
18-8-6_7:3:8.500,3958.2731,N,11629.8130,Unknown,0.0,9.06,177.23
18-8-6_7:3:8.600,3958.2728,N,11629.8130,Unknown,0.0,9.03,177.13
18-8-6_7:3:8.700,3958.2726,N,11629.8130,Unknown,0.0,9.01,177.42
18-8-6_7:3:8.800,3958.2723,N,11629.8131,Unknown,0.0,8.97,177.68
18-8-6_7:3:8.900,3958.2721,N,11629.8131,Unknown,0.0,8.98,177.92
18-8-6_7:3:9.0,3958.2718,N,11629.8131,Unknown,0.0,8.92,178.04
18-8-6_7:3:9.100,3958.2716,N,11629.8131,Unknown,0.0,8.74,177.33
18-8-6_7:3:9.200,3958.2714,N,11629.8131,Unknown,0.0,8.73,176.69
18-8-6_7:3:9.300,3958.2711,N,11629.8131,Unknown,-0.1,8.30,177.34
18-8-6_7:3:9.400,3958.2709,N,11629.8131,Unknown,-0.1,8.37,177.53
18-8-6_7:3:9.500,3958.2707,N,11629.8132,Unknown,-0.1,8.33,177.27
18-8-6_7:3:9.600,3958.2704,N,11629.8132,Unknown,-0.1,8.15,177.36
18-8-6_7:3:9.700,3958.2702,N,11629.8132,Unknown,-0.1,7.93,177.26
18-8-6_7:3:9.800,3958.2700,N,11629.8132,Unknown,-0.1,7.46,177.85
18-8-6_7:3:9.900,3958.2698,N,11629.8132,Unknown,-0.2,7.45,177.96
18-8-6_7:3:10.0,3958.2696,N,11629.8132,Unknown,-0.2,7.41,177.87
18-8-6_7:3:10.100,3958.2694,N,11629.8132,Unknown,-0.2,7.99,176.85
18-8-6_7:3:10.200,3958.2691,N,11629.8133,Unknown,-0.2,7.74,176.06
18-8-6_7:3:10.300,3958.2689,N,11629.8133,Unknown,-0.3,7.76,174.26
18-8-6_7:3:10.400,3958.2687,N,11629.8133,Unknown,-0.3,7.73,173.44
18-8-6_7:3:10.500,3958.2685,N,11629.8133,Unknown,-0.3,8.59,172.87
18-8-6_7:3:10.600,3958.2683,N,11629.8134,Unknown,-0.4,8.58,172.13
18-8-6_7:3:10.700,3958.2680,N,11629.8134,Unknown,-0.4,8.79,171.73
18-8-6_7:3:10.800,3958.2678,N,11629.8135,Unknown,-0.4,8.74,172.55
18-8-6_7:3:10.900,3958.2675,N,11629.8135,Unknown,-0.5,8.68,173.12
18-8-6_7:3:11.0,3958.2673,N,11629.8135,Unknown,-0.5,8.66,173.59
18-8-6_7:3:11.100,3958.2671,N,11629.8136,Unknown,-0.5,8.67,174.65
18-8-6_7:3:11.200,3958.2668,N,11629.8136,Unknown,-0.6,8.62,175.20
18-8-6_7:3:11.300,3958.2666,N,11629.8136,Unknown,-0.6,8.97,175.81
18-8-6_7:3:11.400,3958.2663,N,11629.8136,Unknown,-0.6,8.75,176.08
18-8-6_7:3:11.500,3958.2661,N,11629.8137,Unknown,-0.7,8.50,175.72
18-8-6_7:3:11.600,3958.2659,N,11629.8137,Unknown,-0.7,8.57,175.87
18-8-6_7:3:11.700,3958.2656,N,11629.8137,Unknown,-0.8,9.48,176.16
18-8-6_7:3:11.800,3958.2654,N,11629.8137,Unknown,-0.8,9.06,177.41
18-8-6_7:3:11.900,3958.2651,N,11629.8137,Unknown,-0.8,8.62,179.45
18-8-6_7:3:12.0,3958.2649,N,11629.8137,Unknown,-0.9,8.62,180.60
18-8-6_7:3:12.100,3958.2646,N,11629.8137,Unknown,-0.9,8.56,180.93
18-8-6_7:3:12.200,3958.2644,N,11629.8137,Unknown,-0.9,8.30,180.76
18-8-6_7:3:12.300,3958.2642,N,11629.8137,Unknown,-1.0,8.28,179.85
18-8-6_7:3:12.400,3958.2639,N,11629.8137,Unknown,-1.0,8.01,179.11
18-8-6_7:3:12.500,3958.2637,N,11629.8137,Unknown,-1.0,7.78,178.94
18-8-6_7:3:12.600,3958.2635,N,11629.8137,Unknown,-1.1,7.52,179.82
18-8-6_7:3:12.700,3958.2633,N,11629.8137,Unknown,-1.1,8.01,180.20
18-8-6_7:3:12.800,3958.2631,N,11629.8137,Unknown,-1.2,7.99,181.02
18-8-6_7:3:12.900,3958.2628,N,11629.8137,Unknown,-1.2,8.02,181.48
18-8-6_7:3:13.0,3958.2626,N,11629.8137,Unknown,-1.2,8.00,181.81
18-8-6_7:3:13.100,3958.2624,N,11629.8137,Unknown,-1.3,7.96,181.94
18-8-6_7:3:13.200,3958.2622,N,11629.8137,Unknown,-1.3,7.94,182.49
18-8-6_7:3:13.300,3958.2619,N,11629.8137,Unknown,-1.3,7.92,183.00
18-8-6_7:3:13.400,3958.2617,N,11629.8136,Unknown,-1.4,7.88,183.80
18-8-6_7:3:13.500,3958.2615,N,11629.8136,Unknown,-1.4,7.86,184.84
18-8-6_7:3:13.600,3958.2613,N,11629.8136,Unknown,-1.4,7.84,185.81
18-8-6_7:3:13.700,3958.2611,N,11629.8136,Unknown,-1.5,7.83,186.29
18-8-6_7:3:13.800,3958.2609,N,11629.8135,Unknown,-1.5,7.81,186.55
18-8-6_7:3:13.900,3958.2606,N,11629.8135,Unknown,-1.5,7.77,186.75
18-8-6_7:3:14.0,3958.2604,N,11629.8135,Unknown,-1.6,7.77,186.83
18-8-6_7:3:14.100,3958.2602,N,11629.8134,Unknown,-1.6,7.75,187.00
18-8-6_7:3:14.200,3958.2600,N,11629.8134,Unknown,-1.6,7.74,187.51
18-8-6_7:3:14.300,3958.2598,N,11629.8134,Unknown,-1.7,7.93,188.25
18-8-6_7:3:14.400,3958.2596,N,11629.8133,Unknown,-1.7,7.93,188.80
18-8-6_7:3:14.500,3958.2594,N,11629.8133,Unknown,-1.7,7.66,189.06
18-8-6_7:3:14.600,3958.2591,N,11629.8132,Unknown,-1.7,7.65,189.71
18-8-6_7:3:14.700,3958.2589,N,11629.8132,Unknown,-1.8,7.25,190.13
18-8-6_7:3:14.800,3958.2587,N,11629.8131,Unknown,-1.8,7.28,190.52
18-8-6_7:3:14.900,3958.2585,N,11629.8131,Unknown,-1.8,6.92,190.32
18-8-6_7:3:15.0,3958.2583,N,11629.8130,Unknown,-1.8,6.75,190.46
18-8-6_7:3:15.100,3958.2582,N,11629.8130,Unknown,-1.9,6.83,191.48
18-8-6_7:3:15.200,3958.2580,N,11629.8129,Unknown,-1.9,6.79,192.58
18-8-6_7:3:15.300,3958.2578,N,11629.8129,Unknown,-1.9,6.75,193.72
18-8-6_7:3:15.400,3958.2576,N,11629.8128,Unknown,-1.9,6.78,194.95
18-8-6_7:3:15.500,3958.2574,N,11629.8128,Unknown,-2.0,7.10,196.30
18-8-6_7:3:15.600,3958.2572,N,11629.8127,Unknown,-2.0,7.10,197.75
18-8-6_7:3:15.700,3958.2571,N,11629.8126,Unknown,-2.0,7.11,199.63
18-8-6_7:3:15.800,3958.2569,N,11629.8125,Unknown,-2.0,7.10,201.50
18-8-6_7:3:15.900,3958.2567,N,11629.8124,Unknown,-2.1,7.37,203.15
18-8-6_7:3:16.0,3958.2565,N,11629.8123,Unknown,-2.1,7.18,204.24
18-8-6_7:3:16.100,3958.2563,N,11629.8122,Unknown,-2.1,7.12,204.60
18-8-6_7:3:16.200,3958.2561,N,11629.8121,Unknown,-2.1,7.30,204.19
18-8-6_7:3:16.300,3958.2559,N,11629.8120,Unknown,-2.1,7.26,203.46
18-8-6_7:3:16.400,3958.2558,N,11629.8119,Unknown,-2.2,6.78,202.03
18-8-6_7:3:16.500,3958.2556,N,11629.8118,Unknown,-2.2,6.84,201.25
18-8-6_7:3:16.600,3958.2554,N,11629.8117,Unknown,-2.2,6.84,201.09
18-8-6_7:3:16.700,3958.2552,N,11629.8116,Unknown,-2.2,7.18,201.21
18-8-6_7:3:16.800,3958.2551,N,11629.8115,Unknown,-2.2,7.12,202.75
18-8-6_7:3:16.900,3958.2549,N,11629.8114,Unknown,-2.3,7.12,205.01
18-8-6_7:3:17.0,3958.2547,N,11629.8113,Unknown,-2.3,6.93,206.82
18-8-6_7:3:17.100,3958.2545,N,11629.8112,Unknown,-2.3,6.67,208.19
18-8-6_7:3:17.200,3958.2544,N,11629.8111,Unknown,-2.3,6.73,209.51
18-8-6_7:3:17.300,3958.2542,N,11629.8109,Unknown,-2.3,6.94,210.51
18-8-6_7:3:17.400,3958.2540,N,11629.8108,Unknown,-2.4,6.88,211.64
18-8-6_7:3:17.500,3958.2539,N,11629.8107,Unknown,-2.4,6.45,213.15
18-8-6_7:3:17.600,3958.2537,N,11629.8105,Unknown,-2.4,6.26,215.01
18-8-6_7:3:17.700,3958.2536,N,11629.8104,Unknown,-2.4,5.70,207.70
18-8-6_7:3:17.800,3958.2534,N,11629.8103,Unknown,-2.4,5.74,210.53
18-8-6_7:3:17.900,3958.2533,N,11629.8102,Unknown,-2.4,5.81,211.20
18-8-6_7:3:18.0,3958.2532,N,11629.8101,Unknown,-2.5,6.31,212.49
18-8-6_7:3:18.100,3958.2531,N,11629.8099,Unknown,-2.5,6.50,213.06
18-8-6_7:3:18.200,3958.2529,N,11629.8098,Unknown,-2.5,6.55,216.55
18-8-6_7:3:18.300,3958.2528,N,11629.8096,Unknown,-2.5,6.71,217.11
18-8-6_7:3:18.400,3958.2526,N,11629.8095,Unknown,-2.5,6.67,219.53
18-8-6_7:3:18.500,3958.2525,N,11629.8093,Unknown,-2.5,6.65,221.90
18-8-6_7:3:18.600,3958.2523,N,11629.8092,Unknown,-2.5,6.65,222.09
18-8-6_7:3:18.700,3958.2522,N,11629.8090,Unknown,-2.5,6.62,222.07
18-8-6_7:3:18.800,3958.2521,N,11629.8088,Unknown,-2.5,6.62,222.76
18-8-6_7:3:18.900,3958.2519,N,11629.8087,Unknown,-2.5,6.63,223.62
18-8-6_7:3:19.0,3958.2518,N,11629.8085,Unknown,-2.5,6.64,225.30
18-8-6_7:3:19.100,3958.2517,N,11629.8083,Unknown,-2.6,6.63,227.90
18-8-6_7:3:19.200,3958.2516,N,11629.8081,Unknown,-2.6,6.64,230.47
18-8-6_7:3:19.300,3958.2514,N,11629.8080,Unknown,-2.6,6.63,232.36
18-8-6_7:3:19.400,3958.2513,N,11629.8078,Unknown,-2.6,6.63,234.23
18-8-6_7:3:19.500,3958.2512,N,11629.8076,Unknown,-2.6,6.63,235.79
18-8-6_7:3:19.600,3958.2511,N,11629.8074,Unknown,-2.6,6.80,236.70
18-8-6_7:3:19.700,3958.2510,N,11629.8072,Unknown,-2.6,6.85,236.69
18-8-6_7:3:19.800,3958.2509,N,11629.8070,Unknown,-2.6,6.90,236.60
18-8-6_7:3:19.900,3958.2508,N,11629.8068,Unknown,-2.6,6.97,236.42
18-8-6_7:3:20.0,3958.2507,N,11629.8065,Unknown,-2.6,7.03,236.47
18-8-6_7:3:20.100,3958.2506,N,11629.8063,Unknown,-2.6,7.05,236.74
18-8-6_7:3:20.200,3958.2505,N,11629.8061,Unknown,-2.6,7.08,237.19
18-8-6_7:3:20.300,3958.2504,N,11629.8059,Unknown,-2.6,7.09,237.66
18-8-6_7:3:20.400,3958.2503,N,11629.8057,Unknown,-2.6,7.07,238.53
18-8-6_7:3:20.500,3958.2502,N,11629.8055,Unknown,-2.6,7.05,239.62
18-8-6_7:3:20.600,3958.2501,N,11629.8052,Unknown,-2.6,7.02,240.39
18-8-6_7:3:20.700,3958.2500,N,11629.8050,Unknown,-2.6,7.02,246.75
18-8-6_7:3:20.800,3958.2499,N,11629.8048,Unknown,-2.6,7.02,248.68
18-8-6_7:3:20.900,3958.2498,N,11629.8046,Unknown,-2.6,7.06,252.07
18-8-6_7:3:21.0,3958.2498,N,11629.8043,Unknown,-2.6,7.23,253.90
18-8-6_7:3:21.100,3958.2497,N,11629.8041,Unknown,-2.6,7.21,255.89
18-8-6_7:3:21.200,3958.2497,N,11629.8038,Unknown,-2.6,7.26,255.95
18-8-6_7:3:21.300,3958.2496,N,11629.8036,Unknown,-2.6,7.31,259.62
18-8-6_7:3:21.400,3958.2496,N,11629.8033,Unknown,-2.6,7.34,259.19
18-8-6_7:3:21.500,3958.2495,N,11629.8030,Unknown,-2.6,7.36,259.43
18-8-6_7:3:21.600,3958.2495,N,11629.8028,Unknown,-2.6,7.71,265.50
18-8-6_7:3:21.700,3958.2495,N,11629.8025,Unknown,-2.6,8.22,266.42
18-8-6_7:3:21.800,3958.2495,N,11629.8022,Unknown,-2.6,8.29,267.02
18-8-6_7:3:21.900,3958.2495,N,11629.8019,Unknown,-2.6,8.46,266.75
18-8-6_7:3:22.0,3958.2494,N,11629.8016,Unknown,-2.6,8.48,266.50
18-8-6_7:3:22.100,3958.2494,N,11629.8013,Unknown,-2.6,8.44,267.16
18-8-6_7:3:22.200,3958.2494,N,11629.8010,Unknown,-2.6,8.44,268.53
18-8-6_7:3:22.300,3958.2494,N,11629.8007,Unknown,-2.6,8.62,269.82
18-8-6_7:3:22.400,3958.2494,N,11629.8004,Unknown,-2.6,8.41,270.48
18-8-6_7:3:22.500,3958.2494,N,11629.8001,Unknown,-2.6,8.42,271.73
18-8-6_7:3:22.600,3958.2494,N,11629.7997,Unknown,-2.6,8.59,272.74
18-8-6_7:3:22.700,3958.2494,N,11629.7994,Unknown,-2.6,8.64,273.50
18-8-6_7:3:22.800,3958.2494,N,11629.7991,Unknown,-2.6,8.80,274.13
18-8-6_7:3:22.900,3958.2495,N,11629.7988,Unknown,-2.6,8.83,274.69
18-8-6_7:3:23.0,3958.2495,N,11629.7985,Unknown,-2.6,8.99,274.87
18-8-6_7:3:23.100,3958.2495,N,11629.7982,Unknown,-2.6,8.95,274.90
18-8-6_7:3:23.200,3958.2495,N,11629.7978,Unknown,-2.6,8.93,274.88
18-8-6_7:3:23.300,3958.2495,N,11629.7975,Unknown,-2.6,8.90,274.61
18-8-6_7:3:23.400,3958.2496,N,11629.7972,Unknown,-2.5,8.88,274.03
18-8-6_7:3:23.500,3958.2496,N,11629.7969,Unknown,-2.5,8.83,273.37
18-8-6_7:3:23.600,3958.2496,N,11629.7966,Unknown,-2.5,8.78,272.69
18-8-6_7:3:23.700,3958.2496,N,11629.7963,Unknown,-2.5,8.62,272.12
18-8-6_7:3:23.800,3958.2496,N,11629.7959,Unknown,-2.5,8.57,271.63
18-8-6_7:3:23.900,3958.2496,N,11629.7956,Unknown,-2.5,8.51,271.05
18-8-6_7:3:24.0,3958.2496,N,11629.7953,Unknown,-2.5,8.45,270.45
18-8-6_7:3:24.100,3958.2496,N,11629.7950,Unknown,-2.5,8.41,269.83
18-8-6_7:3:24.200,3958.2496,N,11629.7947,Unknown,-2.5,8.41,269.52
18-8-6_7:3:24.300,3958.2496,N,11629.7944,Unknown,-2.5,8.40,269.49
18-8-6_7:3:24.400,3958.2496,N,11629.7941,Unknown,-2.5,8.59,269.85
18-8-6_7:3:24.500,3958.2496,N,11629.7938,Unknown,-2.4,8.65,270.50
18-8-6_7:3:24.600,3958.2496,N,11629.7935,Unknown,-2.4,8.93,271.49
18-8-6_7:3:24.700,3958.2496,N,11629.7932,Unknown,-2.4,8.99,272.50
18-8-6_7:3:24.800,3958.2496,N,11629.7928,Unknown,-2.4,9.02,273.32
18-8-6_7:3:24.900,3958.2497,N,11629.7925,Unknown,-2.4,9.05,273.70
18-8-6_7:3:25.0,3958.2497,N,11629.7922,Unknown,-2.4,9.07,273.75
18-8-6_7:3:25.100,3958.2497,N,11629.7919,Unknown,-2.4,9.23,273.80
18-8-6_7:3:25.200,3958.2497,N,11629.7915,Unknown,-2.4,9.39,273.82
18-8-6_7:3:25.300,3958.2497,N,11629.7912,Unknown,-2.4,9.47,273.88
18-8-6_7:3:25.400,3958.2497,N,11629.7908,Unknown,-2.3,9.63,274.10
18-8-6_7:3:25.500,3958.2498,N,11629.7905,Unknown,-2.3,9.67,274.31
18-8-6_7:3:25.600,3958.2498,N,11629.7901,Unknown,-2.3,9.71,274.48
18-8-6_7:3:25.700,3958.2498,N,11629.7898,Unknown,-2.3,9.88,274.80
18-8-6_7:3:25.800,3958.2498,N,11629.7894,Unknown,-2.3,9.93,275.48
18-8-6_7:3:25.900,3958.2499,N,11629.7891,Unknown,-2.3,10.00,276.31
18-8-6_7:3:26.0,3958.2499,N,11629.7887,Unknown,-2.3,10.01,276.93
18-8-6_7:3:26.100,3958.2499,N,11629.7884,Unknown,-2.3,10.05,277.46
18-8-6_7:3:26.200,3958.2500,N,11629.7880,Unknown,-2.2,10.08,277.78
18-8-6_7:3:26.300,3958.2500,N,11629.7876,Unknown,-2.2,10.12,277.96
18-8-6_7:3:26.400,3958.2500,N,11629.7873,Unknown,-2.2,10.17,278.17
18-8-6_7:3:26.500,3958.2501,N,11629.7869,Unknown,-2.2,10.22,278.21
18-8-6_7:3:26.600,3958.2501,N,11629.7865,Unknown,-2.2,10.28,278.14
18-8-6_7:3:26.700,3958.2502,N,11629.7862,Unknown,-2.2,10.29,277.96
18-8-6_7:3:26.800,3958.2502,N,11629.7858,Unknown,-2.1,10.00,277.55
18-8-6_7:3:26.900,3958.2502,N,11629.7854,Unknown,-2.1,9.96,277.07
18-8-6_7:3:27.0,3958.2503,N,11629.7851,Unknown,-2.1,9.92,276.78
18-8-6_7:3:27.100,3958.2503,N,11629.7847,Unknown,-2.1,9.92,276.75
18-8-6_7:3:27.200,3958.2503,N,11629.7844,Unknown,-2.1,9.94,276.96
18-8-6_7:3:27.300,3958.2504,N,11629.7840,Unknown,-2.1,9.98,277.07
18-8-6_7:3:27.400,3958.2504,N,11629.7837,Unknown,-2.0,10.14,277.07
18-8-6_7:3:27.500,3958.2504,N,11629.7833,Unknown,-2.0,10.18,276.81
18-8-6_7:3:27.600,3958.2505,N,11629.7829,Unknown,-2.0,10.23,276.36
18-8-6_7:3:27.700,3958.2505,N,11629.7826,Unknown,-2.0,10.21,275.91
18-8-6_7:3:27.800,3958.2505,N,11629.7822,Unknown,-2.0,10.21,275.80
18-8-6_7:3:27.900,3958.2506,N,11629.7818,Unknown,-2.0,10.28,275.68
18-8-6_7:3:28.0,3958.2506,N,11629.7814,Unknown,-1.9,10.49,275.64
18-8-6_7:3:28.100,3958.2506,N,11629.7811,Unknown,-1.9,10.55,275.55
18-8-6_7:3:28.200,3958.2506,N,11629.7807,Unknown,-1.9,10.62,275.32
18-8-6_7:3:28.300,3958.2507,N,11629.7803,Unknown,-1.9,10.78,275.05
18-8-6_7:3:28.400,3958.2507,N,11629.7799,Unknown,-1.9,10.82,274.89
18-8-6_7:3:28.500,3958.2507,N,11629.7795,Unknown,-1.8,10.98,274.50
18-8-6_7:3:28.600,3958.2507,N,11629.7791,Unknown,-1.8,11.04,274.07
18-8-6_7:3:28.700,3958.2508,N,11629.7787,Unknown,-1.8,11.09,273.64
18-8-6_7:3:28.800,3958.2508,N,11629.7783,Unknown,-1.8,11.14,273.25
18-8-6_7:3:28.900,3958.2508,N,11629.7779,Unknown,-1.8,11.17,272.85
18-8-6_7:3:29.0,3958.2508,N,11629.7775,Unknown,-1.7,11.21,272.58
18-8-6_7:3:29.100,3958.2508,N,11629.7771,Unknown,-1.7,11.26,272.45
18-8-6_7:3:29.200,3958.2508,N,11629.7767,Unknown,-1.7,11.31,272.36
18-8-6_7:3:29.300,3958.2509,N,11629.7763,Unknown,-1.7,11.33,272.05
18-8-6_7:3:29.400,3958.2509,N,11629.7759,Unknown,-1.6,11.56,272.41
18-8-6_7:3:29.500,3958.2509,N,11629.7755,Unknown,-1.6,11.30,272.06
18-8-6_7:3:29.600,3958.2509,N,11629.7751,Unknown,-1.6,11.60,272.48
18-8-6_7:3:29.700,3958.2509,N,11629.7746,Unknown,-1.5,11.44,272.71
18-8-6_7:3:29.800,3958.2509,N,11629.7742,Unknown,-1.5,11.50,273.10
18-8-6_7:3:29.900,3958.2509,N,11629.7738,Unknown,-1.5,11.50,272.87
18-8-6_7:3:30.0,3958.2510,N,11629.7734,Unknown,-1.5,11.57,272.99
18-8-6_7:3:30.100,3958.2510,N,11629.7730,Unknown,-1.4,11.90,273.02
18-8-6_7:3:30.200,3958.2510,N,11629.7725,Unknown,-1.4,11.93,273.23
18-8-6_7:3:30.300,3958.2510,N,11629.7721,Unknown,-1.4,11.66,272.48
18-8-6_7:3:30.400,3958.2510,N,11629.7717,Unknown,-1.3,11.73,272.42
18-8-6_7:3:30.500,3958.2510,N,11629.7713,Unknown,-1.3,11.94,272.51
18-8-6_7:3:30.600,3958.2510,N,11629.7708,Unknown,-1.3,11.89,272.25
18-8-6_7:3:30.700,3958.2511,N,11629.7704,Unknown,-1.2,11.90,272.03
18-8-6_7:3:30.800,3958.2511,N,11629.7700,Unknown,-1.2,11.86,271.68
18-8-6_7:3:30.900,3958.2511,N,11629.7695,Unknown,-1.2,11.88,271.23
18-8-6_7:3:31.0,3958.2511,N,11629.7691,Unknown,-1.1,11.92,271.15
18-8-6_7:3:31.100,3958.2511,N,11629.7687,Unknown,-1.1,12.23,271.99
18-8-6_7:3:31.200,3958.2511,N,11629.7682,Unknown,-1.1,12.07,272.35
18-8-6_7:3:31.300,3958.2511,N,11629.7678,Unknown,-1.0,12.06,272.52
18-8-6_7:3:31.400,3958.2511,N,11629.7674,Unknown,-1.0,12.03,272.30
18-8-6_7:3:31.500,3958.2511,N,11629.7669,Unknown,-0.9,12.21,272.45
18-8-6_7:3:31.600,3958.2512,N,11629.7665,Unknown,-0.9,11.72,271.56
18-8-6_7:3:31.700,3958.2512,N,11629.7661,Unknown,-0.9,12.04,271.75
18-8-6_7:3:31.800,3958.2512,N,11629.7656,Unknown,-0.8,11.98,271.77
18-8-6_7:3:31.900,3958.2512,N,11629.7652,Unknown,-0.8,11.96,271.91
18-8-6_7:3:32.0,3958.2512,N,11629.7648,Unknown,-0.8,11.92,271.81
18-8-6_7:3:32.100,3958.2512,N,11629.7643,Unknown,-0.7,11.96,272.12
18-8-6_7:3:32.200,3958.2512,N,11629.7639,Unknown,-0.7,11.96,271.74
18-8-6_7:3:32.300,3958.2512,N,11629.7635,Unknown,-0.7,11.80,271.34
18-8-6_7:3:32.400,3958.2512,N,11629.7631,Unknown,-0.6,11.82,271.02
18-8-6_7:3:32.500,3958.2512,N,11629.7626,Unknown,-0.6,12.00,271.13
18-8-6_7:3:32.600,3958.2513,N,11629.7622,Unknown,-0.5,11.96,271.06
18-8-6_7:3:32.700,3958.2513,N,11629.7618,Unknown,-0.5,11.79,270.93
18-8-6_7:3:32.800,3958.2513,N,11629.7613,Unknown,-0.5,11.81,271.01
18-8-6_7:3:32.900,3958.2513,N,11629.7609,Unknown,-0.4,12.02,271.78
18-8-6_7:3:33.0,3958.2513,N,11629.7605,Unknown,-0.4,11.85,272.19
18-8-6_7:3:33.100,3958.2513,N,11629.7600,Unknown,-0.3,11.78,272.55
18-8-6_7:3:33.200,3958.2513,N,11629.7596,Unknown,-0.3,11.79,273.04
18-8-6_7:3:33.300,3958.2513,N,11629.7592,Unknown,-0.3,11.97,273.61
18-8-6_7:3:33.400,3958.2514,N,11629.7588,Unknown,-0.2,11.69,273.52
18-8-6_7:3:33.500,3958.2514,N,11629.7583,Unknown,-0.2,11.93,273.83
18-8-6_7:3:33.600,3958.2514,N,11629.7579,Unknown,-0.1,11.87,273.50
18-8-6_7:3:33.700,3958.2514,N,11629.7575,Unknown,-0.1,11.87,272.94
18-8-6_7:3:33.800,3958.2514,N,11629.7571,Unknown,-0.1,12.24,273.26
18-8-6_7:3:33.900,3958.2515,N,11629.7566,Unknown,0.0,11.84,273.07
18-8-6_7:3:34.0,3958.2515,N,11629.7562,Unknown,0.0,11.84,272.73
18-8-6_7:3:34.100,3958.2515,N,11629.7558,Unknown,0.1,12.07,273.05
18-8-6_7:3:34.200,3958.2515,N,11629.7553,Unknown,0.1,11.71,272.37
18-8-6_7:3:34.300,3958.2515,N,11629.7549,Unknown,0.2,12.12,272.35
18-8-6_7:3:34.400,3958.2515,N,11629.7545,Unknown,0.2,11.93,272.21
18-8-6_7:3:34.500,3958.2515,N,11629.7540,Unknown,0.2,12.24,272.52
