datetime,latitude,NS,longitude,EW,altitude,speed,direction
18-8-6_7:4:5.600,3958.2481,N,11629.6184,Unknown,22.5,8.22,269.79
18-8-6_7:4:5.700,3958.2481,N,11629.6181,Unknown,22.6,8.45,269.80
18-8-6_7:4:5.800,3958.2481,N,11629.6178,Unknown,22.8,8.43,269.71
18-8-6_7:4:5.900,3958.2481,N,11629.6175,Unknown,22.9,8.38,269.91
18-8-6_7:4:6.0,3958.2481,N,11629.6172,Unknown,23.0,8.38,269.97
18-8-6_7:4:6.100,3958.2481,N,11629.6169,Unknown,23.1,8.19,269.69
18-8-6_7:4:6.200,3958.2481,N,11629.6166,Unknown,23.2,8.00,269.89
18-8-6_7:4:6.300,3958.2481,N,11629.6163,Unknown,23.3,8.00,269.53
18-8-6_7:4:6.400,3958.2481,N,11629.6160,Unknown,23.4,7.99,269.26
18-8-6_7:4:6.500,3958.2481,N,11629.6157,Unknown,23.5,7.98,269.19
18-8-6_7:4:6.600,3958.2481,N,11629.6154,Unknown,23.6,8.14,269.56
18-8-6_7:4:6.700,3958.2481,N,11629.6151,Unknown,23.7,7.98,268.93
18-8-6_7:4:6.800,3958.2481,N,11629.6148,Unknown,23.8,7.99,269.58
18-8-6_7:4:6.900,3958.2481,N,11629.6145,Unknown,24.0,7.80,269.90
18-8-6_7:4:7.0,3958.2481,N,11629.6143,Unknown,24.1,8.17,270.29
18-8-6_7:4:7.100,3958.2481,N,11629.6140,Unknown,24.2,7.91,269.55
18-8-6_7:4:7.200,3958.2481,N,11629.6137,Unknown,24.3,7.56,269.54
18-8-6_7:4:7.300,3958.2481,N,11629.6134,Unknown,24.4,7.87,269.42
18-8-6_7:4:7.400,3958.2481,N,11629.6131,Unknown,24.5,7.89,268.98
18-8-6_7:4:7.500,3958.2481,N,11629.6128,Unknown,24.6,7.84,268.72
18-8-6_7:4:7.600,3958.2481,N,11629.6126,Unknown,24.7,7.89,269.04
18-8-6_7:4:7.700,3958.2481,N,11629.6123,Unknown,24.8,7.66,269.64
18-8-6_7:4:7.800,3958.2481,N,11629.6120,Unknown,24.9,8.04,269.75
18-8-6_7:4:7.900,3958.2481,N,11629.6117,Unknown,25.0,8.35,269.28
18-8-6_7:4:8.0,3958.2481,N,11629.6114,Unknown,25.1,8.29,269.29
18-8-6_7:4:8.100,3958.2481,N,11629.6111,Unknown,25.2,7.90,269.80
18-8-6_7:4:8.200,3958.2481,N,11629.6108,Unknown,25.3,8.16,265.96
18-8-6_7:4:8.300,3958.2480,N,11629.6105,Unknown,25.4,8.52,266.38
18-8-6_7:4:8.400,3958.2480,N,11629.6102,Unknown,25.5,8.48,266.96
18-8-6_7:4:8.500,3958.2480,N,11629.6099,Unknown,25.6,8.52,269.20
18-8-6_7:4:8.600,3958.2480,N,11629.6096,Unknown,25.7,8.75,269.34
18-8-6_7:4:8.900,3958.2480,N,11629.6087,Unknown,26.0,9.11,271.36
18-8-6_7:4:9.0,3958.2480,N,11629.6083,Unknown,26.1,8.96,271.82
18-8-6_7:4:9.100,3958.2481,N,11629.6080,Unknown,26.2,9.02,271.55
18-8-6_7:4:9.200,3958.2481,N,11629.6077,Unknown,26.3,9.19,271.91
18-8-6_7:4:9.300,3958.2481,N,11629.6073,Unknown,26.3,9.15,271.88
18-8-6_7:4:9.600,3958.2481,N,11629.6063,Unknown,26.6,9.65,270.59
18-8-6_7:4:9.700,3958.2481,N,11629.6060,Unknown,26.7,9.22,270.08
18-8-6_7:4:9.800,3958.2481,N,11629.6057,Unknown,26.8,9.42,270.50
18-8-6_7:4:9.900,3958.2481,N,11629.6053,Unknown,26.9,9.50,270.82
18-8-6_7:4:10.0,3958.2481,N,11629.6050,Unknown,26.9,9.27,271.06
18-8-6_7:4:10.100,3958.2481,N,11629.6046,Unknown,27.0,9.68,271.01
18-8-6_7:4:10.200,3958.2481,N,11629.6043,Unknown,27.1,9.94,265.26
18-8-6_7:4:10.300,3958.2481,N,11629.6039,Unknown,27.2,9.68,265.76
18-8-6_7:4:10.400,3958.2481,N,11629.6036,Unknown,27.3,9.64,267.10
18-8-6_7:4:10.500,3958.2480,N,11629.6032,Unknown,27.4,9.36,267.25
18-8-6_7:4:10.600,3958.2480,N,11629.6029,Unknown,27.4,9.42,268.05
18-8-6_7:4:10.700,3958.2480,N,11629.6026,Unknown,27.5,9.58,268.75
18-8-6_7:4:10.800,3958.2480,N,11629.6022,Unknown,27.6,9.59,269.12
18-8-6_7:4:10.900,3958.2480,N,11629.6019,Unknown,27.6,9.61,269.17
18-8-6_7:4:11.0,3958.2480,N,11629.6015,Unknown,27.7,9.64,269.34
18-8-6_7:4:11.100,3958.2480,N,11629.6012,Unknown,27.8,9.81,269.41
18-8-6_7:4:11.200,3958.2480,N,11629.6008,Unknown,27.9,9.79,269.53
18-8-6_7:4:11.300,3958.2480,N,11629.6005,Unknown,27.9,9.80,269.85
18-8-6_7:4:11.400,3958.2480,N,11629.6001,Unknown,28.0,9.86,270.23
18-8-6_7:4:11.500,3958.2480,N,11629.5997,Unknown,28.1,9.93,270.67
18-8-6_7:4:11.600,3958.2480,N,11629.5994,Unknown,28.1,9.97,271.30
18-8-6_7:4:11.700,3958.2480,N,11629.5990,Unknown,28.2,10.18,271.89

